,Proquest,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Links to Worldcat: https://worldcat.org/title/OCN,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83
877,"Anandamath, or The Sacred Brotherhood",Oxford University Press,2005,,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
878,Anarchic Dance,Taylor & Francis Group,2006,9780203016572,437171509,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
879,Anarchism,Oxford University Press,2004,9780191517013,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
880,Anarchism and Education : A Philosophical Perspective,Taylor & Francis Group,2014,9780203965627,61446954,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
881,"Anarchy of King Stephen's Reign, The",Oxford University Press,1994,,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
882,Anatolica: Studies in Strabo,Oxford University Press,1995,,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
883,"Anatomy of Meaning: Speech, Gesture, and Composite Utterances, The",Cambridge University Press,2009,9780511517594,1024257134,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
884,"Anatomy of Melancholy Volume VI, The: Commentary on the Third Partition, together with Biobibliographical and Topical Indexes",Oxford University Press,2000,,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
885,"Anatomy of Melancholy, Volume V, The : Commentary from Part.1, Section.2, Member.4, Subs.1 to the End of the Second Partition",Oxford University Press,2000,,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
886,"Ancestral Geographies of the Neolithic : Landscapes, Monuments and Memory",Taylor & Francis Group,1999,9780203020197,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
887,Ancient Anger : Perspectives from Homer to Galen,Cambridge University Press,2004,9780511163753,1037446523,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
888,Ancient Astrology,Taylor & Francis Group,1994,9780203410714,1033751940,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
889,Ancient Britain,Taylor & Francis Group,1990,9780203442166,21331913,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
890,Ancient China and its Enemies : The Rise of Nomadic Power in East Asian History,Cambridge University Press,2002,9780511157172,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
891,Ancient Concepts of Philosophy,Taylor & Francis Group,2014,9780203979433,149624578,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
892,"Ancient Critic at Work, The: Terms and Concepts of Literary Criticism in Greek Scholia",Cambridge University Press,2009,9780511517358,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
893,Ancient Economic Thought,Taylor & Francis Group,1997,9780203981702,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
894,Ancient Egypt : A Very Short Introduction,Oxford University Press,2004,9780191518133,55044566,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
895,Ancient Egypt : Anatomy of a Civilisation,Routledge,2007,9780203468821,1017844310,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
896,Ancient Egypt in Africa,Taylor & Francis Group,2003,9781843147589,171579072,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
897,Ancient Greece : Social and Historical Documents from Archaic Times to the Death of Socrates,Taylor & Francis Group,2014,9780203981597,41412031,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
898,Ancient Greek Literary Letters : Selections in Translation,Taylor & Francis Group,2006,9780203964781,361230068,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
899,"Ancient Greek Scholarship: A Guide to Finding, Reading, and Understanding Scholia, Commentaries, Lexica, and Grammatical Treatises : from Their Beginnings to the Byzantine Period",Oxford University Press USA - OSO,2007,9780198042662,64770944,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
900,Ancient Hebrew Inscriptions: Volume 2,Cambridge University Press,2004,9780511163845,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
901,Ancient History from Coins,Taylor & Francis Group,1995,9780203135860,1041804602,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
902,Ancient History: Key Themes and Approaches,Taylor & Francis Group,1999,9780203198278,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
903,Ancient Laws and Contemporary Controversies : The Need for Inclusive Biblical Interpretation,"Oxford University Press, Incorporated",2009,9780199719358,463299195,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
904,Ancient Literary Criticism,"Oxford University Press, Incorporated",2006,9780191514579,61178171,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
905,Ancient Rome : City Planning and Administration,Taylor & Francis Group,1992,9780203426425,23651102,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
906,"Ancient Umbria: State, Culture, and Identity in Central Italy from the Iron Age to the Augustan era",Oxford University Press,2000,,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
907,Ancient Warfare : A Very Short Introduction,Oxford University Press,2004,9780191516993,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
908,"Ancient World : Dictionary of World Biography, Volume 1",Taylor & Francis Group,2003,9780203450567,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
909,And There Was Television,Taylor & Francis Group,2002,9780203421376,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
910,Andrew Marvell : The Critical Heritage,Taylor & Francis Group,1995,9780203194355,1000431826,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
911,"Andromache and Euripidean Tragedy, The. Oxford Classical Monographs.",Oxford University Press,2000,,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
912,Angels and Angelology in the Middle Ages,Oxford University Press,1998,9780195354966,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
913,Angels in the Machinery : Gender in American Party Politics from the Civil War to the Progressive Era,Oxford University Press,1997,9780195353693,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
914,"Anger, Revolution, and Romanticism",Cambridge University Press,2005,9780511198496,61396701,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
915,"Anglican Aristocracy, An: The Moral Economy of the Landed Estate in Carmarthenshire 1832-1895. Oxford Historical Monographs.",Oxford University Press,1996,,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
916,Anglicanism : A Very Short Introduction,Oxford University Press,2006,9780191517617,64230213,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
917,Anglo-American Relations and the Franco Question: 1945-1955,Oxford University Press,1999,,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
918,Anglo-American Relations in the Twentieth Century : The Policy and Diplomacy of Friendly Superpowers,Taylor & Francis Group,1995,9780203200490,31610119,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
919,"Anglo-Chinese Encounters since 1800 : War, Trade, Science and Governance",Cambridge University Press,2003,9780511204876,57333008,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
920,Anglo-French Relations in the Twentieth Century : Rivalry and Cooperation,Taylor & Francis Group,1999,9780203003046,41592979,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
921,Anglo-Irish Relations : 1798–1922,Taylor & Francis Group,2002,9780203986554,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
922,"Anglo-Saxon Age, The: A Very Short Introduction",Oxford University Press,2000,,,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
923,Anglo-Saxon Deviant Burial Customs,Oxford University Press,2009,,243546180,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
924,Anglo-Saxon Perceptions of the Islamic World,Cambridge University Press,2003,9780511205781,57300129,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
925,Animal Anatomy for Artists : The Elements of Form,"Oxford University Press, Incorporated",2004,9780198032502,52269161,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
926,Animal Experimentation : A Guide to the Issues,Cambridge University Press,2009,9780511477799,244354543,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
927,Animal Question : Why Nonhuman Animals Deserve Human Rights,"Oxford University Press, Incorporated",2004,9780199721313,47658824,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
928,Animal Rights : Current Debates and New Directions,"Oxford University Press, Incorporated",2004,9780198034735,52429684,,,,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y
